Frame,Time,Object,Type,State,Action,Target,TargetX,TargetY,TargetZ,SelfX,SelfY,SelfZ
5588,12.27,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5589,12.27,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5590,12.28,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5591,12.28,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5592,12.28,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5593,12.28,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5594,12.28,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5595,12.29,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5596,12.29,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5597,12.29,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5598,12.29,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5599,12.29,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5600,12.30,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5601,12.30,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5602,12.30,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5603,12.30,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5604,12.30,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5605,12.31,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5606,12.31,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5607,12.31,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5608,12.31,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5609,12.31,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5610,12.32,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5611,12.32,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5612,12.32,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5613,12.32,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5614,12.32,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5615,12.33,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5616,12.33,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5617,12.33,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5618,12.33,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5619,12.33,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5620,12.34,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5621,12.34,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5622,12.34,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5623,12.34,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5624,12.34,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5625,12.35,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5626,12.35,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5627,12.35,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5628,12.35,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5629,12.35,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5630,12.36,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5631,12.36,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5632,12.36,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5633,12.36,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5634,12.36,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5635,12.37,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5636,12.37,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5637,12.37,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5638,12.37,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5639,12.37,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5640,12.38,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5641,12.38,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5642,12.38,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5643,12.38,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5644,12.38,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5645,12.39,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5646,12.39,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5647,12.39,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5648,12.39,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5649,12.39,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5650,12.40,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5651,12.40,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5652,12.40,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5653,12.40,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5654,12.40,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5655,12.41,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5656,12.41,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5657,12.41,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5658,12.41,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5659,12.41,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5660,12.41,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5661,12.42,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5662,12.42,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5663,12.42,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5664,12.42,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5665,12.42,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5666,12.43,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5667,12.43,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5668,12.43,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5669,12.43,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5670,12.43,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5671,12.44,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5672,12.44,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5673,12.44,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5674,12.44,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5675,12.44,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5676,12.45,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5677,12.45,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5678,12.45,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5679,12.45,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5680,12.46,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5681,12.46,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5682,12.46,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5683,12.46,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5684,12.46,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5685,12.47,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5686,12.47,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5687,12.47,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5688,12.47,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5689,12.47,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5690,12.48,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5691,12.48,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5692,12.48,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5693,12.48,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5694,12.48,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5695,12.49,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5696,12.49,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5697,12.49,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5698,12.49,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5699,12.49,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5700,12.50,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5701,12.50,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5702,12.50,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5703,12.50,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5704,12.50,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5705,12.51,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5706,12.51,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5707,12.51,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5708,12.51,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5709,12.51,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5710,12.51,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5711,12.52,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5712,12.52,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5713,12.52,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5714,12.52,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5715,12.52,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5716,12.53,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5717,12.53,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5718,12.53,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5719,12.53,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5720,12.53,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5721,12.54,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5722,12.54,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5723,12.54,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5724,12.54,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5725,12.54,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5726,12.54,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5727,12.55,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5728,12.55,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5729,12.55,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5730,12.55,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5731,12.56,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5732,12.56,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5733,12.56,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5734,12.56,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5735,12.56,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5736,12.56,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5737,12.57,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5738,12.57,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5739,12.57,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5740,12.57,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5741,12.57,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5742,12.58,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5743,12.58,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5744,12.58,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5745,12.58,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5746,12.59,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5747,12.59,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5748,12.59,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5749,12.59,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5750,12.59,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5751,12.60,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5752,12.60,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5753,12.60,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5754,12.60,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5755,12.60,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5756,12.61,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5757,12.61,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5758,12.61,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5759,12.61,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5760,12.61,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5761,12.62,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5762,12.62,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5763,12.62,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5764,12.62,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5765,12.62,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5766,12.63,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5767,12.63,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5768,12.63,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5769,12.63,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5770,12.63,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5771,12.63,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5772,12.64,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5773,12.64,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5774,12.64,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5775,12.64,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5776,12.64,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5777,12.65,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5778,12.65,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5779,12.65,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5780,12.65,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5781,12.66,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5782,12.66,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5783,12.66,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5784,12.66,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5785,12.67,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5786,12.67,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5787,12.67,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5788,12.67,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5789,12.67,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5790,12.68,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5791,12.68,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5792,12.68,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5793,12.68,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5794,12.68,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5795,12.68,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5796,12.69,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5797,12.69,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
5798,12.69,AllyPrefab (1),Ally,AllyAttackState,Attacking,AgentPrefab,6.47,0.00,6.47,7.88,0.00,7.88
