Frame,Time,Object,Type,State,Action,Target,TargetX,TargetY,TargetZ,CurrentX,CurrentY,CurrentZ,NextX,NextY,NextZ,AIType
1,0.00,AgentPrefab,Agent,IdleState,Idling,Goal,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,DStar
1,0.00,AgentPrefab,Agent,SearchState,Searching Path,Goal,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,DStar
2,0.02,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,DStar
239,0.53,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,DStar
240,0.54,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.00,0.00,0.00,0.01,0.00,0.01,DStar
241,0.54,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.01,0.00,0.01,0.01,0.00,0.01,DStar
242,0.54,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.01,0.00,0.01,0.02,0.00,0.02,DStar
243,0.55,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.02,0.00,0.02,0.02,0.00,0.02,DStar
244,0.55,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.02,0.00,0.02,0.03,0.00,0.03,DStar
245,0.55,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.03,0.00,0.03,0.03,0.00,0.03,DStar
246,0.55,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.03,0.00,0.03,0.03,0.00,0.03,DStar
247,0.55,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.03,0.00,0.03,0.03,0.00,0.03,DStar
248,0.56,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.03,0.00,0.03,0.04,0.00,0.04,DStar
249,0.56,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.04,0.00,0.04,0.04,0.00,0.04,DStar
250,0.56,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.04,0.00,0.04,0.04,0.00,0.04,DStar
251,0.56,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.04,0.00,0.04,0.05,0.00,0.05,DStar
252,0.57,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.05,0.00,0.05,0.05,0.00,0.05,DStar
253,0.57,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.05,0.00,0.05,0.05,0.00,0.05,DStar
254,0.57,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.05,0.00,0.05,0.06,0.00,0.06,DStar
255,0.57,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.06,0.00,0.06,0.06,0.00,0.06,DStar
256,0.57,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.06,0.00,0.06,0.06,0.00,0.06,DStar
257,0.58,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.06,0.00,0.06,0.06,0.00,0.06,DStar
258,0.58,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.06,0.00,0.06,0.07,0.00,0.07,DStar
259,0.58,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.07,0.00,0.07,0.07,0.00,0.07,DStar
260,0.58,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.07,0.00,0.07,0.07,0.00,0.07,DStar
261,0.58,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.07,0.00,0.07,0.08,0.00,0.08,DStar
262,0.59,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.08,0.00,0.08,0.08,0.00,0.08,DStar
263,0.59,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.08,0.00,0.08,0.08,0.00,0.08,DStar
264,0.59,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.08,0.00,0.08,0.09,0.00,0.09,DStar
265,0.59,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.09,0.00,0.09,0.09,0.00,0.09,DStar
266,0.60,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.09,0.00,0.09,0.09,0.00,0.09,DStar
267,0.60,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.09,0.00,0.09,0.09,0.00,0.09,DStar
268,0.60,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.09,0.00,0.09,0.10,0.00,0.10,DStar
269,0.60,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.10,0.00,0.10,0.10,0.00,0.10,DStar
270,0.60,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.10,0.00,0.10,0.10,0.00,0.10,DStar
