Frame,Time,Object,Type,State,Action,Target,TargetX,TargetY,TargetZ,CurrentX,CurrentY,CurrentZ,NextX,NextY,NextZ,AIType,CPU(ms)
1,0.00,AgentPrefab,Agent,IdleState,Idling,Goal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,DStar,
2,0.02,AgentPrefab,Agent,SearchState,Searching,Goal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,DStar,
3,0.06,AgentPrefab,Agent,MoveState,Moving,Goal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,DStar,
3,0.06,AIManager,Performance,Pathfinding,Executed,DStar,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,DStar,252.416
4,0.32,AgentPrefab,Agent,MoveState,Moving,Goal,10.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,DStar,
5,0.33,AgentPrefab,Agent,MoveState,Moving,Goal,10.00,0.00,20.00,0.00,0.00,0.00,10.00,0.00,20.00,DStar,
6,0.34,AgentPrefab,Agent,MoveState,Moving,Goal,10.00,0.00,20.00,0.01,0.00,0.01,10.00,0.00,20.00,DStar,
7,0.34,AgentPrefab,Agent,MoveState,Moving,Goal,10.00,0.00,20.00,0.01,0.00,0.03,10.00,0.00,20.00,DStar,
8,0.35,AgentPrefab,Agent,MoveState,Moving,Goal,10.00,0.00,20.00,0.02,0.00,0.04,10.00,0.00,20.00,DStar,
9,0.36,AgentPrefab,Agent,MoveState,Moving,Goal,10.00,0.00,20.00,0.03,0.00,0.05,10.00,0.00,20.00,DStar,
10,0.36,AgentPrefab,Agent,MoveState,Moving,Goal,10.00,0.00,20.00,0.03,0.00,0.06,10.00,0.00,20.00,DStar,
11,0.37,AgentPrefab,Agent,MoveState,Moving,Goal,10.00,0.00,20.00,0.04,0.00,0.07,10.00,0.00,20.00,DStar,
12,0.38,AgentPrefab,Agent,MoveState,Moving,Goal,10.00,0.00,20.00,0.04,0.00,0.09,10.00,0.00,20.00,DStar,
13,0.38,AgentPrefab,Agent,MoveState,Moving,Goal,10.00,0.00,20.00,0.05,0.00,0.10,10.00,0.00,20.00,DStar,
14,0.39,AgentPrefab,Agent,MoveState,Moving,Goal,10.00,0.00,20.00,0.05,0.00,0.11,10.00,0.00,20.00,DStar,
15,0.39,AgentPrefab,Agent,MoveState,Moving,Goal,10.00,0.00,20.00,0.06,0.00,0.12,10.00,0.00,20.00,DStar,
16,0.40,AgentPrefab,Agent,MoveState,Moving,Goal,10.00,0.00,20.00,0.07,0.00,0.13,10.00,0.00,20.00,DStar,
17,0.41,AgentPrefab,Agent,MoveState,Moving,Goal,10.00,0.00,20.00,0.07,0.00,0.14,10.00,0.00,20.00,DStar,
18,0.41,AgentPrefab,Agent,MoveState,Moving,Goal,10.00,0.00,20.00,0.08,0.00,0.15,10.00,0.00,20.00,DStar,
19,0.42,AgentPrefab,Agent,MoveState,Moving,Goal,10.00,0.00,20.00,0.08,0.00,0.17,10.00,0.00,20.00,DStar,
20,0.43,AgentPrefab,Agent,MoveState,Moving,Goal,10.00,0.00,20.00,0.09,0.00,0.18,10.00,0.00,20.00,DStar,
21,0.43,AgentPrefab,Agent,MoveState,Moving,Goal,10.00,0.00,20.00,0.09,0.00,0.19,10.00,0.00,20.00,DStar,
22,0.44,AgentPrefab,Agent,MoveState,Moving,Goal,10.00,0.00,20.00,0.10,0.00,0.20,10.00,0.00,20.00,DStar,
23,0.45,AgentPrefab,Agent,MoveState,Moving,Goal,10.00,0.00,20.00,0.10,0.00,0.21,10.00,0.00,20.00,DStar,
24,0.45,AgentPrefab,Agent,MoveState,Moving,Goal,10.00,0.00,20.00,0.11,0.00,0.22,10.00,0.00,20.00,DStar,
25,0.46,AgentPrefab,Agent,MoveState,Moving,Goal,10.00,0.00,20.00,0.12,0.00,0.23,10.00,0.00,20.00,DStar,
26,0.46,AgentPrefab,Agent,MoveState,Moving,Goal,10.00,0.00,20.00,0.12,0.00,0.24,10.00,0.00,20.00,DStar,
