Frame,Time,Object,Type,State,Action,Target,TargetX,TargetY,TargetZ,CurrentX,CurrentY,CurrentZ,NextX,NextY,NextZ,AIType,CPU(ms)
1,0.00,AgentPrefab,Agent,IdleState,Idling,Goal,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,NavMesh,
1,0.00,AIManager,Performance,Pathfinding,Executed,NavMesh,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NavMesh,4.526
2,0.02,AgentPrefab,Agent,SearchState,Searching,Goal,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.24,0.00,NavMesh,
3,0.05,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.24,0.00,NavMesh,
4,0.06,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.00,0.06,0.00,0.00,0.24,0.00,NavMesh,
5,0.06,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.00,0.08,0.00,0.00,0.24,0.00,NavMesh,
6,0.07,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.00,0.08,0.00,0.00,0.24,0.00,NavMesh,
7,0.08,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.00,0.11,0.00,0.00,0.24,0.00,NavMesh,
8,0.08,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.00,0.12,0.00,0.00,0.24,0.00,NavMesh,
9,0.09,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.00,0.13,0.00,0.00,0.24,0.00,NavMesh,
10,0.10,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.00,0.14,0.00,0.00,0.24,0.00,NavMesh,
11,0.10,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.00,0.15,0.00,0.00,0.24,0.00,NavMesh,
12,0.11,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.00,0.16,0.00,0.00,0.24,0.00,NavMesh,
13,0.11,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.00,0.18,0.00,0.00,0.24,0.00,NavMesh,
14,0.12,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.00,0.24,0.00,12.33,0.08,6.50,NavMesh,
15,0.13,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.02,0.24,0.01,12.33,0.08,6.50,NavMesh,
16,0.13,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.03,0.24,0.01,12.33,0.08,6.50,NavMesh,
17,0.14,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.04,0.24,0.02,12.33,0.08,6.50,NavMesh,
18,0.15,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.05,0.24,0.03,12.33,0.08,6.50,NavMesh,
19,0.15,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.06,0.23,0.03,12.33,0.08,6.50,NavMesh,
20,0.16,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.07,0.23,0.04,12.33,0.08,6.50,NavMesh,
21,0.17,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.08,0.23,0.04,12.33,0.08,6.50,NavMesh,
22,0.17,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.10,0.23,0.05,12.33,0.08,6.50,NavMesh,
23,0.18,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.11,0.23,0.06,12.33,0.08,6.50,NavMesh,
24,0.19,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.12,0.23,0.06,12.33,0.08,6.50,NavMesh,
25,0.19,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.13,0.23,0.07,12.33,0.08,6.50,NavMesh,
26,0.20,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.14,0.23,0.07,12.33,0.08,6.50,NavMesh,
27,0.20,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.15,0.23,0.08,12.33,0.08,6.50,NavMesh,
28,0.21,AgentPrefab,Agent,MoveState,Moving,Goal,20.00,0.00,20.00,0.16,0.23,0.08,12.33,0.08,6.50,NavMesh,
